"STUDY_ID","EVENTCATEGORYNAME","EVENTNAME","startdt","SHORTTITLE","STUDYNUMBER","enddt","EVENT"
50820,"Protocol Status","In Development","12-MAY-1998","Cellular Dynamics & Immune Restoration with PI (LPV) or 3 NRTIs (d4T/3TC/ABC)","A5014","26-NOV-1999","In Development"
50821,"Protocol Status","POS/PAC","01-NOV-2005","Immunologic & Virologic Indices of Disease Progression Associated with Aging","A5015","","POS/PAC"
50821,"Protocol Status","Closed to Follow Up","11-APR-2005","Immunologic & Virologic Indices of Disease Progression Associated with Aging","A5015","01-NOV-2005","Closed to Follow Up"
50821,"Protocol Status","Closed to Accrual","22-AUG-2001","Immunologic & Virologic Indices of Disease Progression Associated with Aging","A5015","11-APR-2005","Closed to Accrual"
50821,"Protocol Status","Open","10-OCT-2000","Immunologic & Virologic Indices of Disease Progression Associated with Aging","A5015","22-AUG-2001","Open"
50821,"Protocol Status","Pending","18-MAY-2000","Immunologic & Virologic Indices of Disease Progression Associated with Aging","A5015","10-OCT-2000","Pending"
50822,"Protocol Status","Closed to Follow Up","14-JAN-2005","Immunology Laboratory Substudy of A5015","A5016s","","Closed to Follow Up"
50826,"Protocol Status","Closed to Follow Up","11-APR-2005","Viral Load in Genital Secretions Substudy of A5015","A5020s","","Closed to Follow Up"
50829,"Protocol Status","Withdrawn","20-NOV-1998","Longitudinal Study of Ocular Comp. of AIDS (LSOCA)","A5021","","Other"
50829,"Protocol Status","Withdrawn","29-OCT-1998","Longitudinal Study of Ocular Comp. of AIDS (LSOCA)","A5021","20-NOV-1998","Other"
50829,"Protocol Status","Pending","07-AUG-1998","Longitudinal Study of Ocular Comp. of AIDS (LSOCA)","A5021","29-OCT-1998","Pending"
50830,"Protocol Status","Closed to Follow Up","03-MAY-2000","Drug Exposure Substudy of ACTG 400","A5022s","","Closed to Follow Up"
50832,"Protocol Status","Concluded","01-AUG-2004","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","","Concluded"
50832,"Protocol Status","POS/PAC","14-FEB-2002","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","01-AUG-2004","POS/PAC"
50832,"Protocol Status","Closed to Follow Up","10-FEB-2000","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","14-FEB-2002","Closed to Follow Up"
50832,"Protocol Status","Closed to Accrual","01-JUL-1999","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","10-FEB-2000","Closed to Accrual"
50832,"Protocol Status","Open","02-NOV-1998","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","01-JUL-1999","Open"
50832,"Protocol Status","Pending","01-SEP-1998","Safety & Efficacy of Hydroxyurea in Patients on ART","A5025","02-NOV-1998","Pending"
50834,"Protocol Status","Closed to Follow Up","08-NOV-1999","Immunology Substudy of A5025","A5026s","","Closed to Follow Up"
50835,"Protocol Status","Closed to Follow Up","19-JAN-2000","PK Substudy of A5025","A5027s","","Closed to Follow Up"
50837,"Protocol Status","Concluded","15-DEC-2006","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","","Concluded"
50837,"Protocol Status","POS/PAC","10-OCT-2005","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","15-DEC-2006","POS/PAC"
50837,"Protocol Status","Closed to Follow Up","10-OCT-2005","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","10-OCT-2005","Closed to Follow Up"
50837,"Protocol Status","Closed to Accrual","28-MAY-2003","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","10-OCT-2005","Closed to Accrual"
50837,"Protocol Status","Open","30-AUG-2000","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","28-MAY-2003","Open"
50837,"Protocol Status","Pending","18-MAY-2000","Potent ART, HIV Immunization, & IL-2 Cycles to Control Viral Replication","A5024","30-AUG-2000","Pending"
50839,"Protocol Status","Concluded","01-JUL-2009","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","","Concluded"
50839,"Protocol Status","POS/PAC","21-NOV-2006","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","01-JUL-2009","POS/PAC"
50839,"Protocol Status","Closed to Follow Up","22-AUG-2005","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","21-NOV-2006","Closed to Follow Up"
50839,"Protocol Status","Closed to Accrual","16-MAY-2003","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","22-AUG-2005","Closed to Accrual"
50839,"Protocol Status","Open","16-NOV-2000","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","16-MAY-2003","Open"
50839,"Protocol Status","Pending","21-SEP-2000","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","16-NOV-2000","Pending"
50839,"Protocol Status","In Development","12-JUN-1998","Prevalence & Persistence of HPV DNA in PI Naive Women on HAART","A5029","21-SEP-2000","In Development"
50840,"Protocol Status","Concluded","18-JUN-2011","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","","Concluded"
50840,"Protocol Status","POS/PAC","10-FEB-2006","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","18-JUN-2011","POS/PAC"
50840,"Protocol Status","Closed to Follow Up","03-OCT-2005","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","10-FEB-2006","Closed to Follow Up"
50840,"Protocol Status","Closed to Accrual","01-APR-2004","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","03-OCT-2005","Closed to Accrual"
50840,"Protocol Status","Open","10-AUG-2000","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","01-APR-2004","Open"
50840,"Protocol Status","Pending","24-MAR-2000","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","10-AUG-2000","Pending"
50840,"Protocol Status","In Development","12-JUN-1998","Pre-Emptive Valganciclovir Therapy for CMV Viremia","A5030","24-MAR-2000","In Development"
50841,"Protocol Status","Closed to Follow Up","27-NOV-2002","Adherence Substudy for ACTG 384","A5031s","","Closed to Follow Up"
50843,"Protocol Status","Closed to Follow Up","11-OCT-2000","Frequency of Latently Infected T Cells in ACTG 328","A5033s","","Closed to Follow Up"
50847,"Protocol Status","Withdrawn","08-SEP-2000","Comparison of Intraocular & Systemic CMV Resistance Mutations","A5034","","Other"
50847,"Protocol Status","FDA - IND Hold","11-JAN-1999","Comparison of Intraocular & Systemic CMV Resistance Mutations","A5034","08-SEP-2000","Other"
50847,"Protocol Status","In Development","26-JUN-1998","Comparison of Intraocular & Systemic CMV Resistance Mutations","A5034","11-JAN-1999","In Development"
50848,"Protocol Status","Concluded","01-MAR-2000","Oncogenic Viral Pathogenesis & Cancer Risk Factors","A5035","","Concluded"
50848,"Protocol Status","Closed to Follow Up","01-MAR-2000","Oncogenic Viral Pathogenesis & Cancer Risk Factors","A5035","01-MAR-2000","Closed to Follow Up"
50848,"Protocol Status","Temporarily Closed","22-NOV-1999","Oncogenic Viral Pathogenesis & Cancer Risk Factors","A5035","01-MAR-2000","Other"
50848,"Protocol Status","Open","03-SEP-1999","Oncogenic Viral Pathogenesis & Cancer Risk Factors","A5035","22-NOV-1999","Open"
50849,"Protocol Status","Closed to Follow Up","13-FEB-2001","Substudy of A5014 Viral Dynamics Substudy","A5036s","","Closed to Follow Up"
50854,"Protocol Status","Concluded","15-MAY-2004","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","","Concluded"
50854,"Protocol Status","Concluded","15-MAY-2004","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","15-MAY-2004","Concluded"
50854,"Protocol Status","POS/PAC","25-JUL-2003","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","15-MAY-2004","POS/PAC"
50854,"Protocol Status","Closed to Follow Up","09-AUG-2002","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","25-JUL-2003","Closed to Follow Up"
50854,"Protocol Status","Closed to Accrual","27-SEP-2001","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","09-AUG-2002","Closed to Accrual"
50854,"Protocol Status","Open","06-MAY-1999","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","27-SEP-2001","Open"
50854,"Protocol Status","Pending","01-MAR-1999","Discontinuation of Antifungal Therapy for Histoplasmosis Following ART","A5038","06-MAY-1999","Pending"
50858,"Protocol Status","Concluded","24-JAN-2000","Maintenance ARV for HIV RNA","A5039","","Concluded"
50858,"Protocol Status","Closed to Follow Up","29-DEC-1999","Maintenance ARV for HIV RNA","A5039","24-JAN-2000","Closed to Follow Up"
50858,"Protocol Status","Closed to Accrual","29-NOV-1999","Maintenance ARV for HIV RNA","A5039","29-DEC-1999","Closed to Accrual"
50858,"Protocol Status","Temporarily Closed","24-SEP-1999","Maintenance ARV for HIV RNA","A5039","29-NOV-1999","Other"
50858,"Protocol Status","Open","18-MAY-1999","Maintenance ARV for HIV RNA","A5039","24-SEP-1999","Open"
50858,"Protocol Status","Pending","09-APR-1999","Maintenance ARV for HIV RNA","A5039","18-MAY-1999","Pending"
50867,"Protocol Status","Concluded","15-DEC-2003","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","","Concluded"
50867,"Protocol Status","POS/PAC","17-SEP-2002","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","15-DEC-2003","POS/PAC"
50867,"Protocol Status","Closed to Follow Up","02-OCT-2001","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","17-SEP-2002","Closed to Follow Up"
50867,"Protocol Status","Closed to Accrual","04-OCT-2000","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","02-OCT-2001","Closed to Accrual"
50867,"Protocol Status","Open","27-OCT-1999","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","04-OCT-2000","Open"
50867,"Protocol Status","In Development","13-AUG-1998","Effects of GM-CSF on HIV RNA & Chemokine Receptor Expression","A5041","27-OCT-1999","In Development"
50868,"Protocol Status","Closed to Follow Up","02-OCT-2001","Core Immunology Substudy of A5041","A5042s","","Closed to Follow Up"
50871,"Protocol Status","Concluded","01-JAN-2008","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","","Concluded"
50871,"Protocol Status","POS/PAC","03-MAY-2004","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","01-JAN-2008","POS/PAC"
50871,"Protocol Status","Closed to Follow Up","13-JUN-2003","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","03-MAY-2004","Closed to Follow Up"
50871,"Protocol Status","Closed to Accrual","21-MAY-2003","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","13-JUN-2003","Closed to Accrual"
50871,"Protocol Status","Open","12-MAR-2001","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","21-MAY-2003","Open"
50871,"Protocol Status","Pending","12-DEC-2000","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","12-MAR-2001","Pending"
50871,"Protocol Status","Pending","23-NOV-1999","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","12-DEC-2000","Pending"
50871,"Protocol Status","On Hold","23-NOV-1999","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","23-NOV-1999","Other"
50871,"Protocol Status","In Development","25-SEP-1998","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","23-NOV-1999","In Development"
50871,"Protocol Status","In Development","19-AUG-1998","PK Interation Studies of APV, EFV, & A Second PI in Seronegative Volunteers","A5043","25-SEP-1998","In Development"
50872,"Protocol Status","Withdrawn","14-FEB-2000","Phase I/II Trial of PN401 for Sensory Neuropathy","A5044","","Other"
50872,"Protocol Status","On Hold","26-MAR-1999","Phase I/II Trial of PN401 for Sensory Neuropathy","A5044","14-FEB-2000","Other"
50872,"Protocol Status","In Development","20-AUG-1998","Phase I/II Trial of PN401 for Sensory Neuropathy","A5044","26-MAR-1999","In Development"
50886,"Protocol Status","Concluded","08-MAR-2002","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","","Concluded"
50886,"Protocol Status","POS/PAC","27-OCT-2000","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","08-MAR-2002","POS/PAC"
50886,"Protocol Status","Closed to Accrual","02-NOV-1999","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","27-OCT-2000","Closed to Accrual"
50886,"Protocol Status","Closed to Follow Up","26-OCT-1999","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","02-NOV-1999","Closed to Follow Up"
50886,"Protocol Status","Open","12-JUL-1999","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","26-OCT-1999","Open"
50886,"Protocol Status","In Development","28-SEP-1998","Pharmacokinetic Interactions Between PIs & Lipid Lowering Agents","A5047","12-JUL-1999","In Development"
50888,"Protocol Status","Closed to Follow Up","09-FEB-2001","Core Immunology Substudy of ACTG 349","A5048s","","Closed to Follow Up"
50890,"Protocol Status","Concluded","21-MAY-2004","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","","Concluded"
50890,"Protocol Status","POS/PAC","28-OCT-2002","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","21-MAY-2004","POS/PAC"
50890,"Protocol Status","Closed to Follow Up","15-APR-2002","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","28-OCT-2002","Closed to Follow Up"
50890,"Protocol Status","Closed to Accrual","06-JUN-2001","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","15-APR-2002","Closed to Accrual"
50890,"Protocol Status","Open","04-OCT-2000","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","06-JUN-2001","Open"
50890,"Protocol Status","Pending","12-SEP-2000","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","04-OCT-2000","Pending"
50890,"Protocol Status","FDA - IND Hold","17-SEP-1999","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","12-SEP-2000","Other"
50890,"Protocol Status","In Development","08-OCT-1998","A Phase I Trial of Polyvalent Peptide HIV Vaccine C4-V3 with IL-12","A5049","17-SEP-1999","In Development"
50900,"Protocol Status","Concluded","30-JUL-2010","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","","Concluded"
50900,"Protocol Status","POS/PAC","17-SEP-2004","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","30-JUL-2010","POS/PAC"
50900,"Protocol Status","Closed to Follow Up","13-JUN-2002","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","17-SEP-2004","Closed to Follow Up"
50900,"Protocol Status","Closed to Accrual","07-FEB-2001","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","13-JUN-2002","Closed to Accrual"
50900,"Protocol Status","Open","25-MAR-1999","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","07-FEB-2001","Open"
50900,"Protocol Status","In Development","30-OCT-1998","Treatment Extension for ACTG 328 with SC IL-2 in Combination with Potent ART","A5051","25-MAR-1999","In Development"
50901,"Protocol Status","Closed to Follow Up","13-JUN-2002","Comparison of Immunologic Changes Induced by Potent ART +/- rhIL-2","A5052s","","Closed to Follow Up"
50902,"Protocol Status","Closed to Follow Up","13-JUN-2002","Comparison of Virologic Changes Induced by HAART +/- rhIL-2","A5053s","","Closed to Follow Up"
50903,"Protocol Status","Closed to Follow Up","13-JUN-2002","Longitudinal Study of Measurement of Freq of Latent Inf T-Cells","A5054s","","Closed to Follow Up"
50904,"Protocol Status","Concluded","01-AUG-2006","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","","Concluded"
50904,"Protocol Status","POS/PAC","22-SEP-2004","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","01-AUG-2006","POS/PAC"
50904,"Protocol Status","Closed to Follow Up","23-MAY-2002","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","22-SEP-2004","Closed to Follow Up"
50904,"Protocol Status","Closed to Accrual","03-DEC-2001","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","23-MAY-2002","Closed to Accrual"
50904,"Protocol Status","Open","06-JAN-2000","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","03-DEC-2001","Open"
50904,"Protocol Status","In Development","13-NOV-1998","Safety & PK of IDV+RTV in Subjects Failing APV, NFV, SQV, or NFV+SQV","A5055","06-JAN-2000","In Development"
50906,"Protocol Status","Concluded","08-JUL-2008","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","","Concluded"
50906,"Protocol Status","POS/PAC","21-SEP-2005","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","08-JUL-2008","POS/PAC"
50906,"Protocol Status","Closed to Follow Up","08-AUG-2001","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","21-SEP-2005","Closed to Follow Up"
50906,"Protocol Status","Closed to Accrual","26-FEB-2001","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","08-AUG-2001","Closed to Accrual"
50906,"Protocol Status","Open","31-AUG-2000","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","26-FEB-2001","Open"
50906,"Protocol Status","Pending","04-AUG-2000","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","31-AUG-2000","Pending"
50906,"Protocol Status","Closed to Accrual","06-JUN-2000","Vaccine-Induced Immune Responses to HIV on Time to Virologic Relapse","A5057","04-AUG-2000","Closed to Accrual"
